City,State,Song,lat,long
New York City,New York,Beneath Your Beautiful,40.7127281,-74.0060152
New York City,New York,Bensonhurst Blues,40.7127281,-74.0060152
New York City,New York,The Best of Queens (It's Us),40.7127281,-74.0060152
New York City,New York,Bette Davis Eyes,40.7127281,-74.0060152
New York City,New York,Better in Manhattan,40.7127281,-74.0060152
New York City,New York,Bewildered in the city,40.7127281,-74.0060152
New York City,New York,Beyond Broadway,40.7127281,-74.0060152
New York City,New York,Bicton V's Brooklyn,40.7127281,-74.0060152
New York City,New York,The Big Apple,40.7127281,-74.0060152
New York City,New York,The Big Apple,40.7127281,-74.0060152
New York City,New York,Big Apple,40.7127281,-74.0060152
New York City,New York,Big Apple,40.7127281,-74.0060152
New York City,New York,The Big Apple,40.7127281,-74.0060152
New York City,New York,Big Apple,40.7127281,-74.0060152
New York City,New York,Big Apple,40.7127281,-74.0060152
New York City,New York,The Big Apple,40.7127281,-74.0060152
New York City,New York,Big Apple,40.7127281,-74.0060152
New York City,New York,Big Apple Boogaloo,40.7127281,-74.0060152
New York City,New York,Big Apple Boogie,40.7127281,-74.0060152
New York City,New York,Big Apple Coconut,40.7127281,-74.0060152
New York City,New York,Big Apple Dreamin',40.7127281,-74.0060152
New York City,New York,Big Apple Jam,40.7127281,-74.0060152
New York City,New York,Big Apple Jump,40.7127281,-74.0060152
New York City,New York,Big Apple Noise,40.7127281,-74.0060152
New York City,New York,Big Apple Rappin' (National Rappin' Anthem),40.7127281,-74.0060152
New York City,New York,Big Apple Rock,40.7127281,-74.0060152
New York City,New York,Big Apple Sister,40.7127281,-74.0060152
New York City,New York,Big Apple Waltz,40.7127281,-74.0060152
New York City,New York,The Big Backyard,40.7127281,-74.0060152
New York City,New York,Big Bad Rap!,40.7127281,-74.0060152
New York City,New York,Biggest Bordertown,40.7127281,-74.0060152
New York City,New York,The Big Brass Band from Brazil,40.7127281,-74.0060152
New York City,New York,Big City,40.7127281,-74.0060152
New York City,New York,Big Man on Mulberry Street,40.7127281,-74.0060152
New York City,New York,Big Mouth,40.7127281,-74.0060152
New York City,New York,Big New York,40.7127281,-74.0060152
New York City,New York,Big Noise New York,40.7127281,-74.0060152
New York City,New York,The Big Sound On Broadway,40.7127281,-74.0060152
New York City,New York,Big Town,40.7127281,-74.0060152
New York City,New York,The Big Thing (In The Real Apple),40.7127281,-74.0060152
New York City,New York,Big Yellow Taxi,40.7127281,-74.0060152
New York City,New York,The Bird of Bleecker Street,40.7127281,-74.0060152
New York City,New York,Bird Of Harlem,40.7127281,-74.0060152
New York City,New York,Birdland,40.7127281,-74.0060152
New York City,New York,Birdland,40.7127281,-74.0060152
New York City,New York,Birdland,40.7127281,-74.0060152
New York City,New York,Birdland Blues,40.7127281,-74.0060152
New York City,New York,Birdland Bounce,40.7127281,-74.0060152
New York City,New York,Birdland Festival,40.7127281,-74.0060152
New York City,New York,Birdland Hully Gully,40.7127281,-74.0060152
New York City,New York,Birdland Jump,40.7127281,-74.0060152
New York City,New York,Birdland Story,40.7127281,-74.0060152
New York City,New York,The Birdland Twist,40.7127281,-74.0060152
New York City,New York,Bird Life In The Bronx,40.7127281,-74.0060152
New York City,New York,B***ch With A Perm,40.7127281,-74.0060152
New York City,New York,A Bite of the Apple,40.7127281,-74.0060152
New York City,New York,B.K. Anthem,40.7127281,-74.0060152
New York City,New York,Bklyn (Live That),40.7127281,-74.0060152
New York City,New York,Black & White New York,40.7127281,-74.0060152
New York City,New York,Black Cow,40.7127281,-74.0060152
New York City,New York,Black Harlem,40.7127281,-74.0060152
New York City,New York,Black Jesus † Amen Fashion,40.7127281,-74.0060152
New York City,New York,Black History Month,40.7127281,-74.0060152
New York City,New York,Black Velvet Band,40.7127281,-74.0060152
New York City,New York,Blackout In Manhattan,40.7127281,-74.0060152
New York City,New York,Blame It on New York City,40.7127281,-74.0060152
New York City,New York,Bleecker & MacDougal,40.7127281,-74.0060152
New York City,New York,Bleecker Street,40.7127281,-74.0060152
New York City,New York,Bleecker Street,40.7127281,-74.0060152
New York City,New York,Bleecker Street,40.7127281,-74.0060152
New York City,New York,Bleecker Street,40.7127281,-74.0060152
New York City,New York,Bleecker Street Blues,40.7127281,-74.0060152
New York City,New York,Bleecker Street Team,40.7127281,-74.0060152
New York City,New York,Blondes Have More Fun,40.7127281,-74.0060152
New York City,New York,Blood Wedding,40.7127281,-74.0060152
New York City,New York,Blossoms on Broadway,40.7127281,-74.0060152
New York City,New York,Blue Belles O' Harlem (The Belles Of Harlem),40.7127281,-74.0060152
New York City,New York,The Blue Bells of Broadway (Are Ringing Tonight),40.7127281,-74.0060152
New York City,New York,Blue Bowery,40.7127281,-74.0060152
New York City,New York,Blue Harlem,40.7127281,-74.0060152
New York City,New York,Blue Harlem,40.7127281,-74.0060152
New York City,New York,Blue Monday (135th Street),40.7127281,-74.0060152
New York City,New York,Blue Moon Over Brooklyn,40.7127281,-74.0060152
New York City,New York,Blues For Brooklyn,40.7127281,-74.0060152
New York City,New York,The Blues About Manhattan,40.7127281,-74.0060152
New York City,New York,Blues at the Five Spot,40.7127281,-74.0060152
New York City,New York,Blues for 52nd Street,40.7127281,-74.0060152
New York City,New York,Blues For Birdland,40.7127281,-74.0060152
New York City,New York,The Blues (Lenox Avenue Suite),40.7127281,-74.0060152
New York City,New York,Bob Dylan's 115th Dream,40.7127281,-74.0060152
New York City,New York,Bobo The Bowery Barber,40.7127281,-74.0060152
New York City,New York,Body of an American,40.7127281,-74.0060152
New York City,New York,Bojangles of Harlem,40.7127281,-74.0060152
New York City,New York,Bolero At The Savoy,40.7127281,-74.0060152
New York City,New York,Bon Bon Vie (Gimme the Good Life),40.7127281,-74.0060152
New York City,New York,Bond Street,40.7127281,-74.0060152
New York City,New York,Bone to Bone (Coney Island White Fish Boy),40.7127281,-74.0060152
New York City,New York,Bonnie Taylor Shakedown,40.7127281,-74.0060152
New York City,New York,Boogaloo Down Broadway,40.7127281,-74.0060152
New York City,New York,Boogie Down Broadway,40.7127281,-74.0060152
New York City,New York,Boogie Down Bronx,40.7127281,-74.0060152
New York City,New York,Born and Bred in Brooklyn,40.7127281,-74.0060152
New York City,New York,Born In Brooklyn,40.7127281,-74.0060152
New York City,New York,Born in New York,40.7127281,-74.0060152
New York City,New York,Born This Way!,40.7127281,-74.0060152
New York City,New York,Borough Check,40.7127281,-74.0060152
New York City,New York,Borrowed Love,40.7127281,-74.0060152
New York City,New York,Bossa Nova in Broadway,40.7127281,-74.0060152
New York City,New York,Bossa Nova York,40.7127281,-74.0060152
New York City,New York,Boston Post Road,40.7127281,-74.0060152
New York City,New York,The Boston Rag,40.7127281,-74.0060152
New York City,New York,Boulevardier from the Bronx,40.7127281,-74.0060152
New York City,New York,The Bowery,40.7127281,-74.0060152
New York City,New York,The Bowery,40.7127281,-74.0060152
New York City,New York,Bowery,40.7127281,-74.0060152
New York City,New York,Bowery,40.7127281,-74.0060152
New York City,New York,The Bowery,40.7127281,-74.0060152
New York City,New York,Bowery Avenue,40.7127281,-74.0060152
New York City,New York,Bowery Blues,40.7127281,-74.0060152
New York City,New York,Bowery Buck,40.7127281,-74.0060152
New York City,New York,The Bowery Bums,40.7127281,-74.0060152
New York City,New York,The Bowery Electric,40.7127281,-74.0060152
New York City,New York,The Bowery Grenadiers,40.7127281,-74.0060152
New York City,New York,Bowery Mood,40.7127281,-74.0060152
New York City,New York,"Bowery, New York City",40.7127281,-74.0060152
New York City,New York,The Bowery Of Today,40.7127281,-74.0060152
New York City,New York,Box #10,40.7127281,-74.0060152
New York City,New York,The Boxer,40.7127281,-74.0060152
New York City,New York,The Boy from New York City,40.7127281,-74.0060152
New York City,New York,The Boy Looked at Johnny,40.7127281,-74.0060152
New York City,New York,The Boys from Harlem,40.7127281,-74.0060152
New York City,New York,Boys in the City,40.7127281,-74.0060152
New York City,New York,The Brave Old City of New York,40.7127281,-74.0060152
New York City,New York,Breakdown New York Style,40.7127281,-74.0060152
New York City,New York,Breakfast at Tiffany's,40.7127281,-74.0060152
New York City,New York,Breakfast in Central Park,40.7127281,-74.0060152
New York City,New York,Breakfast in Harlem,40.7127281,-74.0060152
New York City,New York,Breakfast in New York,40.7127281,-74.0060152
New York City,New York,Breakfast in NYC,40.7127281,-74.0060152
New York City,New York,Breakdown New York Style,40.7127281,-74.0060152
New York City,New York,Breakin' Up,40.7127281,-74.0060152
New York City,New York,The Bridge,40.7127281,-74.0060152
New York City,New York,Bridge & Tunnel,40.7127281,-74.0060152
New York City,New York,The Bridge Is Over,40.7127281,-74.0060152
New York City,New York,Bridge To Manhattan,40.7127281,-74.0060152
